Barn ID,Barn Name,Ear Tag Code,Registration Number,Registration Name,Chain Number,Location Pen Number,Nomination ID,Order Number,Order Date,Lab Status,Lab Status Date,Genotyped,Current group,Initial group,Birth Date,Due Date,Calving Date,Type,Lact. Number,Preg Status,No. Services,Inb.%,Genomic Inb. %,R-Value,Sire Semen Code,Sire Reg Number,Sire Name,Dam,MGS Semen Code,MGS Reg Number,MGS Name,GMGS Semen Code,GMGS Reg Number,GMGS Name,Proof Source,Evaluation date,Immunity,Calf,LPI,paLPI,Pro$,paPro$,Client Index,paClient Index,PROD,HEALTH,L-TYPE,REPRO,M-ABILITY,ENVIRO,Milk (kg),Fat (kg),%Fat,Prot (kg),%Prot,FE,BMR,ME,SCS,HL,MR,MDR,HH,LP,DF,MSp,MTemp,CA,DCA,BCS,CO,CH,Conf,MS,FL,DS,RU,UD,UT,MSu,UF,FA,TL,FTP,RTP,RAH,RAW,FAng,HD,LOC,FLV,RLSV,RLRV,BQ,STA,HFE,CW,BD,RS,RAng,PW,LS,TP,Polled Test,Color Test,BLAD,BY,CIT,CVM,DUMPS,MF,HH1,HH2,HH3,HH4,HH5,HH6,HCD,HMW,A2 Test,KappaBB,Lactoglobulin,BetaCasein,AY%,BS%,GU%,HO%,JE%,Parent conflict,Parent discovered,Original Sire Semen Code,Original Sire Reg Number,Original Sire Name,Original Dam Reg Number,Original MGS Semen Code,Original MGS Reg Number,Original MGS Name
SYN0026,SYNTHETIC_ANIMAL_026,SYN0026,SYN0026,SYNTHETIC_ANIMAL_026,,9.0,SYN0026,SYN0026,2026-03-03 03:46:37.661697638,Lab waiting for sample to arrive,2022-04-27 15:42:14.425018348,Y,Ivf,,2018-12-04 08:36:11.207680974,2026-08-13 11:45:43.504727676,2026-03-12 16:13:31.673733961,Heifer,3.0,NP,,6.401186745095794,12.473861096472257,10.99157312663901,SYNTH00026,SYNTHM00000001,SYNTH_SIRE_15,SYN0026,SYNTH00026,SYNTH00026,SYNTHETIC_ANIMAL_026,SYNTH00026,SYNTH00026,SYNTHETIC_ANIMAL_026,SMX PA,2026-05-27 02:06:07.200011581,100.0,106.0,3105.0,3082.0,892.0,307.0,2870.0,3359.0,520.0,564.0,563.0,566.0,593.0,534.0,426.0,48.0,-0.1405361220391996,5.0,0.27226904281967085,97.0,98.0,105.0,98.0,104.0,99.0,101.0,99.0,95.0,95.0,86.0,100.0,99.0,105.0,98.0,103.0,107.0,3.0,1.0,2.0,6.0,7.0,6.0,6.0,4.0,2.0,9.0,-1.0,-6.0,1.0,6.0,8.0,3.0,6.0,5.0,7.0,-1.0,0.0,-2.0,0.0,-3.0,1.0,2.0,3.0,0.0,1.0,4.0,3.0,,,1.0,0.0,0.0,0.0,1.0,1.0,6.508997629385576,0.0,2.8501057666666547,1.0,21.7224720991608,5.806464556151296,0.0,0.0,,,AB,AB,,0.0,,100.0,0.0,Y,Y,SYNTH00026,SYNTH00026,SYNTHETIC_ANIMAL_026,SYNTH00026,SYNTH00026,SYNTH00026,SYNTHETIC_ANIMAL_026
SYN0027,SYNTHETIC_ANIMAL_027,SYN0027,SYN0027,SYNTHETIC_ANIMAL_027,,,SYN0027,SYN0027,2025-09-22 12:24:33.090779233,Completed,2025-08-21 07:03:56.713835041,N,Sexed,,2023-03-23 16:27:52.268879504,2026-12-06 00:04:48.530450718,2026-04-05 14:35:56.256879719,Heifer,0.0,NP,,8.05868892455343,,11.648269199853305,SYNTH00027,SYNTHM00000005,SYNTH_SIRE_17,SYN0027,SYNTH00027,SYNTH00027,SYNTHETIC_ANIMAL_027,SYNTH00027,SYNTH00027,SYNTHETIC_ANIMAL_027,SMX PA,2026-01-04 06:29:32.831136984,99.0,108.0,3399.0,3398.0,-838.0,1150.0,3417.0,2884.0,744.0,542.0,556.0,417.0,513.0,332.0,-663.0,39.0,-0.024694757203561457,14.0,-0.02363248784685819,104.0,98.0,92.0,103.0,109.0,100.0,102.0,104.0,99.0,104.0,96.0,103.0,101.0,102.0,101.0,98.0,104.0,7.0,2.0,3.0,8.0,4.0,4.0,,2.0,,4.0,5.0,4.0,0.0,7.0,10.0,6.0,-3.0,4.0,6.0,1.0,2.0,2.0,8.0,1.0,4.0,9.0,4.0,-3.0,2.0,-6.0,-3.0,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.97231297472175,6.119055379113405,1.0,0.0,5.262442380607156,15.081112857010257,0.0,,,AB,AA,,0.0,0.0,100.0,0.0,Y,N,SYNTH00027,SYNTH00027,SYNTHETIC_ANIMAL_027,SYNTH00027,SYNTH00027,SYNTH00027,SYNTHETIC_ANIMAL_027
SYN0028,SYNTHETIC_ANIMAL_028,SYN0028,SYN0028,SYNTHETIC_ANIMAL_028,,17.0,SYN0028,SYN0028,2022-04-27 23:53:38.320172485,Sample processing at lab,,N,Beef,Beef,2017-03-17 14:02:46.632290671,2026-08-07 09:43:40.638216513,2025-06-01 09:49:15.221918388,Cow,0.0,P,,3.954831769228285,,12.584353240747562,SYNTH00028,SYNTHM00000014,SYNTH_SIRE_06,SYN0028,SYNTH00028,SYNTH00028,SYNTHETIC_ANIMAL_028,SYNTH00028,SYNTH00028,SYNTHETIC_ANIMAL_028,GPA,2026-01-29 16:13:13.791028672,96.0,101.0,3556.0,3351.0,689.0,1186.0,2634.0,3482.0,516.0,496.0,695.0,419.0,533.0,352.0,4.0,92.0,-0.5540602262720177,54.0,0.13353971012416158,94.0,100.0,,97.0,109.0,107.0,105.0,95.0,104.0,100.0,96.0,96.0,98.0,97.0,97.0,93.0,94.0,9.0,6.0,3.0,4.0,-4.0,9.0,1.0,4.0,-6.0,4.0,2.0,12.0,-2.0,0.0,9.0,5.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,-4.0,2.0,1.0,4.0,4.0,-1.0,1.0,1.0,,e/e,1.0,8.0,0.0,2.0,1.0,1.0,6.712441124145007,0.0,0.0,0.41304192974674103,0.0,0.0,28.008353534990697,11.0,A1/A1,AC,AB,AB,0.0,,0.0,100.0,0.0,Y,,SYNTH00028,SYNTH00028,SYNTHETIC_ANIMAL_028,SYNTH00028,SYNTH00028,SYNTH00028,SYNTHETIC_ANIMAL_028
SYN0029,SYNTHETIC_ANIMAL_029,SYN0029,SYN0029,SYNTHETIC_ANIMAL_029,,1.0,SYN0029,SYN0029,2023-10-11 09:57:14.527575650,Sample processing at lab,2023-12-30 05:09:07.978185299,N,,Sexed,2023-05-29 03:39:32.079087681,,2025-06-12 05:09:11.501654881,Cow,2.0,P,,8.6691920061368,,11.418266166580768,SYNTH00029,SYNTHM00000014,SYNTH_SIRE_06,SYN0029,SYNTH00029,SYNTH00029,SYNTHETIC_ANIMAL_029,SYNTH00029,SYNTH00029,SYNTHETIC_ANIMAL_029,GEBV,2026-02-28 10:32:34.444274126,113.0,104.0,3455.0,3219.0,760.0,1783.0,3180.0,3147.0,504.0,666.0,668.0,519.0,483.0,639.0,940.0,75.0,0.07708906618236427,30.0,-0.13473630538822629,104.0,96.0,,100.0,104.0,92.0,102.0,101.0,95.0,93.0,99.0,102.0,103.0,98.0,97.0,101.0,103.0,8.0,-2.0,5.0,6.0,6.0,2.0,4.0,-1.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,6.0,5.0,-0.0,-0.0,-6.0,-1.0,-4.0,6.0,5.0,1.0,6.0,4.0,-0.0,4.0,7.0,-2.0,PP,,1.0,3.0,0.0,4.0,1.0,1.0,5.026867643766371,0.0,3.149712506834062,1.0,5.306494193486895,6.484497787794352,21.43465995781918,1.0,A1/A1,BB,AA,AA,0.0,0.0,0.0,100.0,0.0,Y,N,SYNTH00029,SYNTH00029,SYNTHETIC_ANIMAL_029,SYNTH00029,SYNTH00029,SYNTH00029,SYNTHETIC_ANIMAL_029
SYN0030,SYNTHETIC_ANIMAL_030,SYN0030,SYN0030,SYNTHETIC_ANIMAL_030,,,SYN0030,SYN0030,2022-05-16 13:25:03.367642310,Completed,2022-08-31 20:06:48.661517290,N,Beef,Beef,2020-04-19 02:42:37.712181556,,,Cow,3.0,P,1.0,9.525734612348643,,12.199426130397702,SYNTH00030,SYNTHM00000009,SYNTH_SIRE_04,SYN0030,SYNTH00030,SYNTH00030,SYNTHETIC_ANIMAL_030,SYNTH00030,SYNTH00030,SYNTHETIC_ANIMAL_030,SMX PA,2026-02-07 16:38:51.513385465,,101.0,3503.0,3119.0,397.0,1202.0,3568.0,3462.0,410.0,443.0,668.0,480.0,470.0,419.0,75.0,32.0,0.10234153711534581,6.0,-0.1907542977855577,106.0,95.0,99.0,94.0,104.0,98.0,104.0,103.0,98.0,99.0,101.0,98.0,107.0,102.0,103.0,99.0,103.0,11.0,9.0,10.0,2.0,8.0,,2.0,1.0,2.0,12.0,-8.0,-2.0,-2.0,-1.0,8.0,5.0,6.0,-2.0,0.0,0.0,-5.0,-2.0,-0.0,3.0,3.0,-2.0,1.0,0.0,3.0,3.0,0.0,,,1.0,0.0,0.0,0.0,1.0,1.0,13.048117384724666,2.7569589145568587,3.780482933686798,1.0,40.18853637314176,0.7661851007711722,12.816475881605568,0.0,,AB,AB,AB,0.0,0.0,0.0,100.0,0.0,Y,N,SYNTH00030,SYNTH00030,SYNTHETIC_ANIMAL_030,SYNTH00030,SYNTH00030,SYNTH00030,SYNTHETIC_ANIMAL_030
SYN0031,SYNTHETIC_ANIMAL_031,SYN0031,SYN0031,SYNTHETIC_ANIMAL_031,,6.0,SYN0031,SYN0031,2022-08-20 10:55:39.328220905,Sample processing at lab,2026-01-13 01:46:29.916854647,Y,,,2023-05-19 17:11:56.734818866,,2025-01-07 08:26:08.565711752,Heifer,1.0,P,1.0,7.683049897608918,10.546908620683684,,SYNTH00031,SYNTHM00000010,SYNTH_SIRE_13,SYN0031,SYNTH00031,SYNTH00031,SYNTHETIC_ANIMAL_031,SYNTH00031,SYNTH00031,SYNTHETIC_ANIMAL_031,EBV,2026-05-23 10:27:09.759161892,,,2915.0,3275.0,1267.0,1988.0,3248.0,3021.0,658.0,515.0,653.0,347.0,481.0,506.0,-33.0,43.0,0.06848319182771836,32.0,0.13842396453242928,99.0,108.0,95.0,103.0,105.0,111.0,97.0,97.0,98.0,100.0,103.0,95.0,96.0,98.0,102.0,99.0,101.0,-1.0,7.0,8.0,1.0,5.0,-1.0,4.0,2.0,-0.0,8.0,-0.0,3.0,-3.0,3.0,5.0,3.0,4.0,-0.0,6.0,4.0,0.0,-1.0,5.0,-5.0,-0.0,3.0,1.0,-0.0,6.0,4.0,0.0,,ED/E+,1.0,2.0,0.0,0.0,1.0,1.0,5.8994710374006125,6.188340530596617,0.0,1.0,0.0,0.0,3.0951046463873353,12.0,A1/A1,,NR,AA,0.0,0.0,0.0,100.0,,N,,SYNTH00031,SYNTH00031,SYNTHETIC_ANIMAL_031,SYNTH00031,SYNTH00031,SYNTH00031,SYNTHETIC_ANIMAL_031
SYN0032,SYNTHETIC_ANIMAL_032,SYN0032,SYN0032,SYNTHETIC_ANIMAL_032,,18.0,SYN0032,SYN0032,2025-02-01 09:30:24.651004624,Completed,2023-12-10 04:23:50.740702040,N,Ivf,,2019-10-21 10:40:18.931534398,,2025-10-10 21:28:30.389809079,Heifer,0.0,P,,3.9085946111744008,15.52445307743035,12.593961849163701,SYNTH00032,SYNTHM00000002,SYNTH_SIRE_16,SYN0032,SYNTH00032,SYNTH00032,SYNTHETIC_ANIMAL_032,SYNTH00032,SYNTH00032,SYNTHETIC_ANIMAL_032,GEBV,2026-06-27 15:36:21.010009697,108.0,106.0,3561.0,3380.0,1104.0,1109.0,3101.0,3282.0,625.0,516.0,633.0,513.0,396.0,535.0,1115.0,49.0,0.5475295484006979,23.0,-0.018883721470508888,101.0,95.0,110.0,100.0,98.0,104.0,97.0,97.0,99.0,103.0,95.0,97.0,96.0,93.0,101.0,109.0,104.0,11.0,8.0,1.0,8.0,6.0,-5.0,4.0,-4.0,-2.0,1.0,7.0,-3.0,5.0,7.0,-1.0,6.0,3.0,2.0,-0.0,-1.0,4.0,1.0,1.0,3.0,2.0,-7.0,3.0,6.0,4.0,-8.0,-0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,9.618702643476494,0.0,3.6106200441587943,0.9168007527710879,3.0266164653164433,8.412868131680519,5.298788194530106,13.0,A2/A2,AA,NR,AB,0.0,0.0,0.0,100.0,,N,N,SYNTH00032,SYNTH00032,SYNTHETIC_ANIMAL_032,SYNTH00032,SYNTH00032,SYNTH00032,SYNTHETIC_ANIMAL_032
SYN0033,SYNTHETIC_ANIMAL_033,SYN0033,SYN0033,SYNTHETIC_ANIMAL_033,,15.0,SYN0033,SYN0033,2025-04-02 11:16:53.355124984,Completed,,N,,Conventional,2018-08-04 19:04:00.667884945,,2025-09-09 06:25:01.033904305,Cow,0.0,P,3.0,10.990522949928696,7.584231989752534,12.417663260810293,SYNTH00033,SYNTHM00000010,SYNTH_SIRE_13,SYN0033,SYNTH00033,SYNTH00033,SYNTHETIC_ANIMAL_033,SYNTH00033,SYNTH00033,SYNTHETIC_ANIMAL_033,GPA,2026-06-09 10:33:42.988622763,106.0,,3000.0,3777.0,-512.0,1020.0,3497.0,3328.0,738.0,546.0,689.0,349.0,487.0,537.0,1132.0,54.0,0.4743661478708199,88.0,-0.18354168089851336,104.0,98.0,103.0,97.0,105.0,98.0,,100.0,95.0,98.0,101.0,100.0,96.0,100.0,102.0,94.0,100.0,5.0,6.0,7.0,6.0,2.0,0.0,1.0,-3.0,-4.0,2.0,4.0,7.0,2.0,2.0,7.0,6.0,7.0,-1.0,-1.0,0.0,3.0,-1.0,8.0,2.0,2.0,-2.0,3.0,1.0,4.0,2.0,-3.0,,,1.0,0.0,0.0,9.0,1.0,1.0,5.19992673816086,7.5882038527183155,1.278551212294603,0.540337683248786,31.601778199362997,9.093718883365732,0.0,0.0,,AC,AB,AA,0.0,0.0,0.0,100.0,0.0,,N,SYNTH00033,SYNTH00033,SYNTHETIC_ANIMAL_033,SYNTH00033,SYNTH00033,SYNTH00033,SYNTHETIC_ANIMAL_033
SYN0034,SYNTHETIC_ANIMAL_034,SYN0034,SYN0034,SYNTHETIC_ANIMAL_034,,24.0,SYN0034,SYN0034,2025-07-07 04:10:55.916260025,Completed,2022-11-25 08:29:01.392145476,N,Conventional,,2016-09-23 13:42:55.541370040,2026-08-01 10:14:29.856003218,2026-01-13 09:36:52.760609463,Heifer,0.0,P,3.0,9.293180466494997,,11.37316729328955,SYNTH00034,SYNTHM00000015,SYNTH_SIRE_11,SYN0034,SYNTH00034,SYNTH00034,SYNTHETIC_ANIMAL_034,SYNTH00034,SYNTH00034,SYNTHETIC_ANIMAL_034,SMX PA,2025-12-31 22:34:37.222647242,112.0,108.0,3317.0,3482.0,1303.0,1870.0,3521.0,3195.0,440.0,481.0,710.0,416.0,514.0,338.0,690.0,-2.0,0.242562196707732,32.0,0.16944460761101035,98.0,93.0,103.0,105.0,100.0,101.0,101.0,102.0,102.0,102.0,99.0,97.0,104.0,95.0,93.0,102.0,100.0,9.0,4.0,7.0,6.0,-3.0,5.0,-2.0,-3.0,2.0,2.0,-6.0,-2.0,0.0,3.0,5.0,4.0,5.0,,7.0,2.0,7.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,-2.0,5.0,7.0,,ED/e,1.0,0.0,0.0,0.0,1.0,0.0,9.021035841043691,0.0,2.6516417780143215,1.0,0.0,2.657633609379997,0.0,4.0,,,,AB,,,0.0,,,Y,N,SYNTH00034,SYNTH00034,SYNTHETIC_ANIMAL_034,SYNTH00034,SYNTH00034,SYNTH00034,SYNTHETIC_ANIMAL_034
SYN0035,SYNTHETIC_ANIMAL_035,SYN0035,SYN0035,SYNTHETIC_ANIMAL_035,,14.0,SYN0035,SYN0035,2025-11-29 09:07:22.106548729,Completed,2026-05-04 05:52:10.109895842,Y,,Beef,2016-08-05 03:03:02.107332768,,2025-03-26 00:13:12.891352469,Cow,0.0,P,,6.326834541317231,9.492216605214654,11.841493731690113,SYNTH00035,SYNTHM00000001,SYNTH_SIRE_15,SYN0035,SYNTH00035,SYNTH00035,SYNTHETIC_ANIMAL_035,SYNTH00035,SYNTH00035,SYNTHETIC_ANIMAL_035,EBV,2026-05-18 15:33:24.261683889,,107.0,3317.0,3492.0,464.0,399.0,3617.0,3342.0,663.0,539.0,707.0,585.0,623.0,456.0,168.0,-8.0,0.10975397901300532,18.0,0.3898322877791915,103.0,98.0,98.0,97.0,104.0,102.0,98.0,99.0,102.0,100.0,91.0,101.0,102.0,106.0,104.0,97.0,100.0,1.0,0.0,1.0,10.0,6.0,3.0,3.0,5.0,7.0,4.0,-1.0,2.0,3.0,-0.0,16.0,7.0,2.0,-2.0,1.0,0.0,10.0,-4.0,6.0,0.0,-1.0,-3.0,5.0,-0.0,6.0,5.0,3.0,HH,ED/ED,1.0,6.0,0.0,6.0,1.0,1.0,0.0,16.06535849571093,1.914523032465108,0.8240717355974528,0.8805067160394202,5.0455298556139025,0.0,0.0,,AE,,,0.0,0.0,,,,N,Y,SYNTH00035,SYNTH00035,SYNTHETIC_ANIMAL_035,SYNTH00035,SYNTH00035,SYNTH00035,SYNTHETIC_ANIMAL_035
SYN0036,SYNTHETIC_ANIMAL_036,SYN0036,SYN0036,SYNTHETIC_ANIMAL_036,,1.0,SYN0036,SYN0036,2025-05-13 21:34:26.989662330,Sample processing at lab,2023-01-09 07:14:17.425821632,Y,,Beef,2023-05-25 07:39:18.796628064,,2026-01-01 06:14:43.234618617,Heifer,1.0,NP,,7.53839374153055,,12.92656213678056,SYNTH00036,SYNTHM00000016,SYNTH_SIRE_03,SYN0036,SYNTH00036,SYNTH00036,SYNTHETIC_ANIMAL_036,SYNTH00036,SYNTH00036,SYNTHETIC_ANIMAL_036,SMX PA,2025-12-30 16:42:37.541405483,101.0,,3382.0,3839.0,1501.0,2878.0,3493.0,3165.0,554.0,501.0,621.0,620.0,499.0,330.0,284.0,13.0,0.5233980841745567,55.0,0.2879008856005462,98.0,95.0,104.0,104.0,102.0,104.0,98.0,104.0,102.0,94.0,107.0,94.0,99.0,101.0,101.0,104.0,90.0,6.0,4.0,8.0,0.0,10.0,1.0,2.0,3.0,2.0,1.0,-4.0,-1.0,1.0,1.0,11.0,-6.0,5.0,-5.0,7.0,-3.0,5.0,-4.0,-6.0,-1.0,4.0,4.0,-3.0,3.0,2.0,7.0,1.0,,e/e,1.0,7.0,0.0,0.0,1.0,1.0,0.6495489558930398,0.0,3.6612011961382076,1.0,10.901378299155791,5.3602463307753725,3.2800337361054983,0.0,A1/A2,AE,,AB,0.0,0.0,,100.0,0.0,Y,,SYNTH00036,SYNTH00036,SYNTHETIC_ANIMAL_036,SYNTH00036,SYNTH00036,SYNTH00036,SYNTHETIC_ANIMAL_036
SYN0037,SYNTHETIC_ANIMAL_037,SYN0037,SYN0037,SYNTHETIC_ANIMAL_037,,7.0,SYN0037,SYN0037,2025-08-19 03:36:51.098378558,Lab waiting for sample to arrive,2023-02-10 22:18:29.233681759,Y,Beef,,2015-06-22 21:30:08.516793794,2026-09-15 00:03:56.382759488,,Heifer,3.0,P,2.0,4.219720308574062,10.991671928150716,,SYNTH00037,SYNTHM00000000,SYNTH_SIRE_07,SYN0037,SYNTH00037,SYNTH00037,SYNTHETIC_ANIMAL_037,SYNTH00037,SYNTH00037,SYNTHETIC_ANIMAL_037,GEBV,2026-06-17 20:34:24.201139389,100.0,,3339.0,3371.0,205.0,1373.0,3552.0,3065.0,612.0,390.0,748.0,396.0,329.0,699.0,-19.0,11.0,0.2136549668847083,-11.0,0.05810775104255258,98.0,96.0,100.0,99.0,104.0,108.0,98.0,97.0,97.0,94.0,92.0,94.0,99.0,97.0,103.0,102.0,99.0,7.0,1.0,4.0,2.0,8.0,,-4.0,4.0,-4.0,5.0,6.0,0.0,2.0,10.0,8.0,1.0,6.0,5.0,-4.0,1.0,7.0,0.0,2.0,-1.0,-2.0,5.0,1.0,7.0,3.0,3.0,4.0,PP,ED/ED,1.0,5.0,0.0,0.0,1.0,1.0,1.2784452224046685,0.0,12.085735992991632,0.9002493862663827,8.1921652945956,8.73151112328209,0.0,4.0,A1/A1,AA,AA,AA,0.0,0.0,,,0.0,Y,N,SYNTH00037,SYNTH00037,SYNTHETIC_ANIMAL_037,SYNTH00037,SYNTH00037,SYNTH00037,SYNTHETIC_ANIMAL_037
SYN0038,SYNTHETIC_ANIMAL_038,SYN0038,SYN0038,SYNTHETIC_ANIMAL_038,,1.0,SYN0038,SYN0038,,Completed,2025-11-26 15:25:13.568588136,Y,,Sexed,2015-01-23 06:47:54.476804804,2026-09-27 11:23:11.109189728,,Cow,1.0,NP,1.0,5.512458987021678,,10.742181595984453,SYNTH00038,SYNTHM00000017,SYNTH_SIRE_14,SYN0038,SYNTH00038,SYNTH00038,SYNTHETIC_ANIMAL_038,SYNTH00038,SYNTH00038,SYNTHETIC_ANIMAL_038,PA,2026-03-22 10:49:40.675246105,93.0,104.0,3003.0,3363.0,1167.0,1377.0,3452.0,3657.0,420.0,515.0,649.0,461.0,486.0,332.0,-122.0,21.0,-0.022813541272138776,28.0,0.09524618439514204,97.0,101.0,,107.0,103.0,103.0,98.0,93.0,100.0,103.0,100.0,104.0,96.0,98.0,100.0,102.0,96.0,11.0,6.0,-1.0,5.0,-3.0,2.0,4.0,-5.0,2.0,8.0,1.0,8.0,-2.0,4.0,6.0,1.0,11.0,0.0,3.0,5.0,5.0,1.0,4.0,-0.0,-1.0,-0.0,3.0,4.0,8.0,3.0,3.0,,,1.0,4.0,0.0,3.0,1.0,1.0,0.0,3.0215218455878188,0.0,1.0,33.60900831532582,5.148949397549494,0.0,3.0,A2/A2,AA,AB,AB,0.0,,,,0.0,N,,SYNTH00038,SYNTH00038,SYNTHETIC_ANIMAL_038,SYNTH00038,SYNTH00038,SYNTH00038,SYNTHETIC_ANIMAL_038
SYN0039,SYNTHETIC_ANIMAL_039,SYN0039,SYN0039,SYNTHETIC_ANIMAL_039,,,SYN0039,SYN0039,2023-03-06 17:08:25.693868418,,2026-02-17 12:36:52.807883387,Y,Sexed,,2016-03-11 08:33:39.192009716,,,Heifer,0.0,P,,6.838761991421391,14.105270395005467,,SYNTH00039,SYNTHM00000007,SYNTH_SIRE_01,SYN0039,SYNTH00039,SYNTH00039,SYNTHETIC_ANIMAL_039,SYNTH00039,SYNTH00039,SYNTHETIC_ANIMAL_039,PA,2026-02-10 08:09:55.047789981,,,2858.0,3420.0,937.0,1481.0,3319.0,3511.0,664.0,428.0,684.0,489.0,685.0,382.0,-148.0,64.0,-0.2887376869281236,66.0,0.21787590858924627,101.0,99.0,104.0,104.0,91.0,100.0,96.0,108.0,97.0,104.0,100.0,103.0,102.0,93.0,99.0,97.0,94.0,-0.0,7.0,6.0,2.0,-1.0,5.0,6.0,-4.0,1.0,-1.0,-2.0,3.0,9.0,0.0,5.0,6.0,7.0,-1.0,8.0,-3.0,9.0,-4.0,3.0,2.0,-0.0,-2.0,0.0,4.0,1.0,-2.0,3.0,HH,NR,1.0,0.0,0.0,0.0,1.0,1.0,4.9477125616091,0.0,0.0,0.7779305427257693,13.049436300209962,0.0,2.180221257047273,0.0,,AC,AA,,,0.0,0.0,100.0,0.0,,Y,SYNTH00039,SYNTH00039,SYNTHETIC_ANIMAL_039,SYNTH00039,SYNTH00039,SYNTH00039,SYNTHETIC_ANIMAL_039
SYN0040,SYNTHETIC_ANIMAL_040,SYN0040,SYN0040,SYNTHETIC_ANIMAL_040,,21.0,SYN0040,SYN0040,2024-11-08 20:36:12.619036505,,2023-03-02 10:07:09.030914950,Y,,,2016-03-07 00:50:19.108916649,2026-09-26 10:15:11.260408441,,Heifer,1.0,NP,1.0,11.643037776611589,7.780849542726758,11.021729624060518,SYNTH00040,SYNTHM00000013,SYNTH_SIRE_18,SYN0040,SYNTH00040,SYNTH00040,SYNTHETIC_ANIMAL_040,SYNTH00040,SYNTH00040,SYNTHETIC_ANIMAL_040,GEBV,2026-01-01 16:51:47.656298012,101.0,101.0,3492.0,2970.0,1367.0,2455.0,3269.0,3035.0,610.0,377.0,654.0,617.0,554.0,382.0,81.0,37.0,0.08881671022308044,24.0,0.2505853788930461,104.0,100.0,,98.0,103.0,104.0,95.0,97.0,99.0,100.0,100.0,97.0,98.0,96.0,98.0,98.0,106.0,6.0,10.0,5.0,7.0,1.0,3.0,12.0,4.0,4.0,-1.0,0.0,-0.0,-1.0,2.0,0.0,8.0,9.0,-2.0,1.0,-1.0,9.0,-1.0,6.0,3.0,-2.0,0.0,10.0,4.0,9.0,3.0,4.0,,,1.0,5.0,0.0,7.0,1.0,1.0,6.3952464787999945,15.948961600466479,6.8448879514128755,1.0,29.229573080428413,12.026117195239978,0.0,0.0,A2/A2,AE,,AA,0.0,,,100.0,0.0,Y,N,SYNTH00040,SYNTH00040,SYNTHETIC_ANIMAL_040,SYNTH00040,SYNTH00040,SYNTH00040,SYNTHETIC_ANIMAL_040
SYN0041,SYNTHETIC_ANIMAL_041,SYN0041,SYN0041,SYNTHETIC_ANIMAL_041,,14.0,SYN0041,SYN0041,2025-11-17 18:37:02.113948879,Sample processing at lab,2024-04-03 20:07:58.129887004,N,Conventional,,2024-04-16 21:27:44.644500821,2026-08-28 19:48:36.097260606,,Cow,1.0,P,1.0,6.562152472851355,14.677911839826676,13.256603311667956,SYNTH00041,SYNTHM00000016,SYNTH_SIRE_03,SYN0041,SYNTH00041,SYNTH00041,SYNTHETIC_ANIMAL_041,SYNTH00041,SYNTH00041,SYNTHETIC_ANIMAL_041,EBV,2025-11-30 14:38:07.453325185,,107.0,3296.0,3118.0,1237.0,1674.0,3176.0,3385.0,546.0,525.0,651.0,449.0,436.0,341.0,-143.0,49.0,0.44298341894793675,-9.0,0.046077555425108246,99.0,92.0,108.0,99.0,105.0,99.0,100.0,97.0,107.0,105.0,96.0,100.0,98.0,104.0,100.0,104.0,101.0,2.0,6.0,4.0,3.0,-2.0,2.0,1.0,-9.0,,1.0,-8.0,-2.0,7.0,-2.0,-3.0,-3.0,2.0,4.0,0.0,-5.0,6.0,-0.0,1.0,1.0,5.0,-2.0,4.0,-4.0,9.0,-2.0,2.0,PP,,1.0,5.0,0.0,1.0,1.0,1.0,4.555385704631124,2.205939303429642,5.3939384129253725,0.6870191530414567,0.0,6.960278709682955,0.0,0.0,,BB,NR,AA,0.0,0.0,0.0,,0.0,N,,SYNTH00041,SYNTH00041,SYNTHETIC_ANIMAL_041,SYNTH00041,SYNTH00041,SYNTH00041,SYNTHETIC_ANIMAL_041
